model,strategy,initial_capital,max_bet_pct,liquidity_scaler,n_signals,n_executed,final_capital,roi,max_drawdown,skipped_capital,skipped_concentration
naive_consensus,top1pct_edge,1000,0.1,1.0,2571,1069,2036.1031967050633,1.0361031967050633,3.7216315789476084,0,483
naive_consensus,top1pct_edge,1000,0.1,0.1,2571,688,1015.0311379202759,0.01503113792027591,33.019768421052845,0,305
naive_consensus,top1pct_edge,10000,0.01,1.0,2571,1219,11118.610141360927,0.11186101413609267,3.7216315789482906,0,221
naive_consensus,top1pct_edge,10000,0.01,0.1,2571,809,10020.72997435385,0.0020729974353849686,33.934600000009596,0,0
naive_consensus,top1pct_edge,10000,0.05,1.0,2571,1216,11120.954686980573,0.11209546869805727,3.7216315789482906,0,224
naive_consensus,top1pct_edge,10000,0.05,0.1,2571,809,10021.182726315743,0.002118272631574291,33.934600000011415,0,0
naive_consensus,top1pct_edge,10000,0.1,1.0,2571,1216,11120.954686980573,0.11209546869805727,3.7216315789482906,0,224
naive_consensus,top1pct_edge,10000,0.1,0.1,2571,809,10021.182726315743,0.002118272631574291,33.934600000011415,0,0
naive_consensus,top1pct_edge,100000,0.01,1.0,2571,1380,101295.3337894737,0.01295333789473705,3.7216315789555665,0,0
naive_consensus,top1pct_edge,100000,0.01,0.1,2571,809,100021.1827263149,0.00021182726314902537,33.9346000002115,0,0
naive_consensus,top1pct_edge,100000,0.05,1.0,2571,1380,101295.3337894737,0.01295333789473705,3.7216315789555665,0,0
naive_consensus,top1pct_edge,100000,0.05,0.1,2571,809,100021.1827263149,0.00021182726314902537,33.9346000002115,0,0
naive_consensus,top1pct_edge,100000,0.1,1.0,2571,1380,101295.3337894737,0.01295333789473705,3.7216315789555665,0,0
naive_consensus,top1pct_edge,100000,0.1,0.1,2571,809,100021.1827263149,0.00021182726314902537,33.9346000002115,0,0
naive_consensus,top1pct_edge,1000000,0.01,1.0,2571,1380,1001295.3337894725,0.0012953337894724682,3.7216315787518397,0,0
naive_consensus,top1pct_edge,1000000,0.01,0.1,2571,809,1000021.1827263176,2.1182726317550986e-05,33.934599999920465,0,0
naive_consensus,top1pct_edge,1000000,0.05,1.0,2571,1380,1001295.3337894725,0.0012953337894724682,3.7216315787518397,0,0
naive_consensus,top1pct_edge,1000000,0.05,0.1,2571,809,1000021.1827263176,2.1182726317550986e-05,33.934599999920465,0,0
naive_consensus,top1pct_edge,1000000,0.1,1.0,2571,1380,1001295.3337894725,0.0012953337894724682,3.7216315787518397,0,0
naive_consensus,top1pct_edge,1000000,0.1,0.1,2571,809,1000021.1827263176,2.1182726317550986e-05,33.934599999920465,0,0
naive_consensus,top5pct_edge,1000,0.01,1.0,12858,1809,688.7767435504728,-0.3112232564495272,311.2232564495274,0,8079
naive_consensus,top5pct_edge,1000,0.01,0.1,12858,1117,650.2644298099489,-0.34973557019005114,349.73557019005113,0,5847
naive_consensus,top5pct_edge,1000,0.05,1.0,12858,1763,2064.0236320201125,1.0640236320201124,19.57105263157939,0,9351
naive_consensus,top5pct_edge,1000,0.05,0.1,12858,1100,828.2634393701214,-0.17173656062987858,175.54365196425908,0,5662
naive_consensus,top5pct_edge,1000,0.1,1.0,12858,1767,2353.7197943723477,1.3537197943723476,19.57105263157939,0,9340
naive_consensus,top5pct_edge,1000,0.1,0.1,12858,1101,897.4251417981577,-0.10257485820184228,112.29300319885635,0,4533
naive_consensus,top5pct_edge,10000,0.01,1.0,12858,2289,11409.635117758915,0.1409635117758915,19.571052631579732,0,7869
naive_consensus,top5pct_edge,10000,0.01,0.1,12858,1821,9813.96546339197,-0.018603453660802915,196.22951189265223,0,1971
naive_consensus,top5pct_edge,10000,0.05,1.0,12858,2284,11411.805016048516,0.14118050160485163,19.571052631579732,0,7886
naive_consensus,top5pct_edge,10000,0.05,0.1,12858,1811,9820.920171478625,-0.017907982852137502,189.3363548371908,0,3311
naive_consensus,top5pct_edge,10000,0.1,1.0,12858,2284,11411.805016048516,0.14118050160485163,19.571052631579732,0,7886
naive_consensus,top5pct_edge,10000,0.1,0.1,12858,1811,9820.920171478625,-0.017907982852137502,189.3363548371908,0,3311
naive_consensus,top5pct_edge,100000,0.01,1.0,12858,4975,102690.87502225912,0.026908750222591187,19.57105263158155,0,1609
naive_consensus,top5pct_edge,100000,0.01,0.1,12858,2579,99800.57980526183,-0.0019942019473816615,209.67672105385282,0,0
naive_consensus,top5pct_edge,100000,0.05,1.0,12858,4975,102690.87502225912,0.026908750222591187,19.57105263158155,0,1609
naive_consensus,top5pct_edge,100000,0.05,0.1,12858,2579,99800.57980526183,-0.0019942019473816615,209.67672105385282,0,0
naive_consensus,top5pct_edge,100000,0.1,1.0,12858,4975,102690.87502225912,0.026908750222591187,19.57105263158155,0,1609
naive_consensus,top5pct_edge,100000,0.1,0.1,12858,2579,99800.57980526183,-0.0019942019473816615,209.67672105385282,0,0
naive_consensus,top5pct_edge,1000000,0.01,1.0,12858,5951,1003267.1623157813,0.0032671623157813448,19.57105263171252,0,0
naive_consensus,top5pct_edge,1000000,0.01,0.1,12858,2579,999800.5798052661,-0.0001994201947338879,209.67672105005477,0,0
naive_consensus,top5pct_edge,1000000,0.05,1.0,12858,5951,1003267.1623157813,0.0032671623157813448,19.57105263171252,0,0
naive_consensus,top5pct_edge,1000000,0.05,0.1,12858,2579,999800.5798052661,-0.0001994201947338879,209.67672105005477,0,0
naive_consensus,top5pct_edge,1000000,0.1,1.0,12858,5951,1003267.1623157813,0.0032671623157813448,19.57105263171252,0,0
naive_consensus,top5pct_edge,1000000,0.1,0.1,12858,2579,999800.5798052661,-0.0001994201947338879,209.67672105005477,0,0
naive_consensus,phat_gt_0.9,1000,0.01,1.0,32850,1838,663.3174876192714,-0.33668251238072855,336.682512380729,0,28699
naive_consensus,phat_gt_0.9,1000,0.01,0.1,32850,1154,665.2737174412523,-0.3347262825587477,334.7262825587478,0,26936
naive_consensus,phat_gt_0.9,1000,0.05,1.0,32850,1815,1974.4161696352562,0.9744161696352562,19.59052631578993,0,27396
naive_consensus,phat_gt_0.9,1000,0.05,0.1,32850,1068,876.1389316448897,-0.12386106835511032,126.33782284186475,0,21385
naive_consensus,phat_gt_0.9,1000,0.1,1.0,32850,1815,2381.6528883676524,1.3816528883676524,19.590526315790044,0,28385
naive_consensus,phat_gt_0.9,1000,0.1,0.1,32850,1071,947.5485414217967,-0.052451458578203304,79.31809909076458,0,24032
naive_consensus,phat_gt_0.9,10000,0.01,1.0,32850,2347,11660.467831090136,0.16604678310901363,19.590526315789248,0,25541
naive_consensus,phat_gt_0.9,10000,0.01,0.1,32850,2315,9873.733130627197,-0.012626686937280283,155.43512193008246,0,17659
naive_consensus,phat_gt_0.9,10000,0.05,1.0,32850,2344,11711.505936401538,0.17115059364015378,19.590526315789248,0,27277
naive_consensus,phat_gt_0.9,10000,0.05,0.1,32850,2302,9883.88717036511,-0.011611282963489065,155.3968386216311,0,20448
naive_consensus,phat_gt_0.9,10000,0.1,1.0,32850,2344,11711.505936401538,0.17115059364015378,19.590526315789248,0,27277
naive_consensus,phat_gt_0.9,10000,0.1,0.1,32850,2302,9883.88717036511,-0.011611282963489065,155.3968386216311,0,20448
naive_consensus,phat_gt_0.9,100000,0.01,1.0,32850,6512,103917.88136216775,0.03917881362167754,19.590526315791067,0,17976
naive_consensus,phat_gt_0.9,100000,0.01,0.1,32850,4987,100077.45913081238,0.0007745913081237813,285.275051655306,0,5480
