timestamp,price,token_id
2026-03-19 12:10:12+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 12:10:53+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 12:20:30+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 12:30:36+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 12:40:31+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 12:50:31+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:00:32+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:10:29+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:20:27+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:30:40+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:40:31+00:00,0.055,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 13:50:43+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:00:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:10:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:20:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:30:37+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:40:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 14:50:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:00:34+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:10:43+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:20:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:30:33+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:40:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 15:50:35+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:00:32+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:10:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:20:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:30:33+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:40:32+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 16:50:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:00:51+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:10:41+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:20:44+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:30:36+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:40:33+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 17:50:33+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:00:37+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:10:31+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:20:29+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:30:32+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:40:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 18:50:30+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:00:32+00:00,0.045,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:10:29+00:00,0.0425,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:20:31+00:00,0.0425,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:30:34+00:00,0.038,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:40:30+00:00,0.036,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 19:50:30+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:00:33+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:10:39+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:20:31+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:30:31+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:40:28+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
2026-03-19 20:50:30+00:00,0.0395,112937628087331697317065233168528083229287804207100901534711974468554098083004
